Fighter,Elo,UFC Record,Unbeaten Streak,Avg. Opp. Elo,Last 5 Fights,DelME,DelME1,DelME2,DelME3
Herbert Burns,98.598,2-2-0,0,108.430,- 16.4,- 18.4,+ 17.5,+ 16.0,+ 0.0
Tedd Williams,98.561,1-1-0,0,91.983,- 16.7,+ 15.2,+ 0.0,+ 0.0,+ 0.0
Pingyuan Liu,98.558,2-2-0,0,106.906,- 14.5,- 17.5,+ 15.3,+ 15.3,+ 0.0
Gokhan Saki,98.542,1-1-0,0,91.731,- 16.6,+ 15.1,+ 0.0,+ 0.0,+ 0.0
Ricardo Abreu,98.497,1-1-0,0,91.632,- 17.5,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Ariane Carnelossi,98.450,2-2-0,0,90.600,- 16.6,+ 16.0,+ 16.8,- 17.8,+ 0.0
Darren Uyenoyama,98.440,2-2-0,0,106.766,- 16.7,- 15.4,+ 15.3,+ 15.3,+ 0.0
Guangyou Ning,98.437,2-2-0,0,107.648,- 17.5,- 16.8,+ 16.7,+ 16.0,+ 0.0
Levan Makashvili,98.374,1-1-1,1,97.368,- 1.3,- 16.3,+ 16.0,+ 0.0,+ 0.0
Punahele Soriano,98.292,3-3-0,0,107.240,- 17.4,+ 15.1,- 16.0,- 15.2,+ 15.9
Themba Gorimbo,98.229,1-1-0,1,72.026,+ 15.6,- 17.4,+ 0.0,+ 0.0,+ 0.0
Marcelo Guimaraes,98.178,2-2-0,0,97.051,- 15.8,+ 15.4,- 16.7,+ 15.3,+ 0.0
Kanako Murata,98.167,1-1-0,0,87.418,- 16.5,+ 14.7,+ 0.0,+ 0.0,+ 0.0
Chidi Njokuani,98.134,2-2-0,0,105.173,- 16.7,- 16.0,+ 15.1,+ 15.6,+ 0.0
Mitch Gagnon,98.097,4-4-0,0,111.070,- 16.7,- 18.1,- 14.2,+ 14.5,+ 15.2
Alfonso Alcarez,98.033,0-0-1,1,100.000,- 2.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Victor Altamirano,98.004,2-2-0,0,88.813,- 17.4,+ 16.0,+ 15.3,- 16.0,+ 0.0
Raul Rosas Jr.,97.939,1-1-0,0,84.841,- 16.6,+ 14.5,+ 0.0,+ 0.0,+ 0.0
Diego Rivas,97.916,2-2-0,0,104.486,- 17.3,- 16.8,+ 16.0,+ 16.0,+ 0.0
CJ Fernandes,97.882,0-0-1,1,84.000,- 2.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Pablo Garza,97.829,3-3-0,0,104.473,- 15.9,+ 15.9,- 17.4,- 16.0,+ 15.3
Sijara Eubanks,97.752,5-5-0,0,107.500,- 15.9,+ 16.1,- 16.5,- 15.4,+ 16.8
Nicholas Musoke,97.437,3-3-0,0,108.658,- 16.7,- 16.7,+ 14.7,- 15.2,+ 16.0
Luke Jumeau,97.436,2-2-0,0,92.960,- 17.4,+ 16.8,- 16.6,+ 14.7,+ 0.0
Tiago dos Santos e Silva,97.405,2-2-0,0,93.053,- 16.6,+ 15.5,- 17.4,+ 16.0,+ 0.0
Ramsey Nijem,97.400,5-5-0,0,105.059,- 16.6,- 16.7,+ 16.1,+ 15.3,- 16.7
Ben Askren,97.397,1-2-0,0,210.128,- 10.1,- 13.7,+ 21.2,+ 0.0,+ 0.0
Antonio Rodrigo Nogueira,97.389,5-6-0,0,153.790,- 14.2,- 16.3,- 16.1,+ 14.0,- 13.5
Francisco Figueiredo,97.367,2-2-0,0,91.861,- 15.2,+ 15.4,- 18.1,+ 15.2,+ 0.0
Joe Stevenson,97.362,8-8-0,0,132.535,- 16.6,- 17.4,- 19.1,- 16.3,+ 16.9
Juliana Miller,97.361,1-1-0,0,79.088,- 18.6,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Jai Herbert,97.345,2-3-1,2,131.754,+ 2.6,+ 15.7,- 13.3,+ 17.1,- 14.0
Ivan Jorge,97.311,2-2-0,0,91.582,- 15.9,+ 15.4,- 16.0,+ 13.9,+ 0.0
Valerie Letourneau,97.282,3-3-0,0,112.977,- 16.6,- 16.7,- 15.3,+ 15.4,+ 14.5
Shonie Carter,97.274,3-3-0,0,113.317,- 17.4,- 16.7,- 14.4,+ 14.6,+ 15.3
Abu Azaitar,97.272,1-1-0,0,78.096,- 18.8,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Nate Marquardt,97.249,12-12-0,0,142.009,- 14.7,- 13.7,- 15.7,+ 15.0,- 16.4
David Branch,97.177,4-5-0,0,141.820,- 14.2,- 17.9,+ 19.1,- 13.9,+ 19.3
Eliot Marshall,97.150,3-3-0,0,112.259,- 15.4,- 17.4,- 16.6,+ 16.0,+ 14.5
Zhang Lipeng,97.124,2-2-0,0,99.816,- 17.4,- 16.7,+ 15.3,+ 16.0,+ 0.0
Roy Nelson,97.078,9-10-0,0,133.794,- 15.8,+ 14.9,- 13.8,+ 19.8,- 13.8
Brock Larson,97.036,3-3-0,0,97.216,- 17.4,- 17.5,+ 15.2,+ 16.0,+ 16.7
Eddie Sanchez,96.708,3-3-0,0,100.473,- 16.6,- 17.3,+ 15.3,+ 16.0,- 16.7
Brian Bowles,96.669,2-2-0,0,97.475,- 17.8,- 17.5,+ 16.0,+ 16.0,+ 0.0
Kendall Grove,96.665,6-6-0,0,109.811,- 16.5,- 13.8,+ 15.6,- 16.5,+ 15.6
David Dvorak,96.663,3-3-0,0,110.717,- 16.6,- 17.2,- 15.4,+ 14.6,+ 15.3
Luke Barnatt,96.647,3-3-0,0,110.755,- 15.1,- 18.1,- 17.4,+ 14.5,+ 16.8
Blake Bilder,96.635,1-1-0,0,70.831,- 18.7,+ 15.3,+ 0.0,+ 0.0,+ 0.0
Mana Martinez,96.560,2-2-0,0,87.674,- 15.8,+ 13.7,- 16.0,+ 14.7,+ 0.0
Brad Katona,96.288,2-2-0,0,94.746,- 16.6,- 18.2,+ 15.0,+ 16.0,+ 0.0
Andrew Sanchez,96.237,5-5-0,0,107.400,- 15.9,- 15.9,+ 15.5,- 16.5,+ 15.4
Josh Thomson,96.236,3-4-0,0,157.415,- 11.6,- 14.9,- 13.1,+ 18.3,- 15.3
Trevor Prangley,96.197,2-2-0,0,94.172,- 17.3,- 17.1,+ 15.3,+ 15.3,+ 0.0
Shane Nelson,95.992,2-2-0,0,92.751,- 16.0,- 18.7,+ 14.7,+ 16.0,+ 0.0
Fredy Serrano,95.976,2-2-0,0,93.216,- 17.3,- 18.0,+ 15.3,+ 16.0,+ 0.0
Hugo Viana,95.905,3-3-0,0,102.778,- 17.3,- 16.6,+ 14.6,- 16.0,+ 15.3
Frankie Saenz,95.712,5-5-0,0,110.718,- 16.6,- 15.8,+ 14.1,+ 16.1,- 17.4
Julian Erosa,95.593,6-7-0,0,111.646,- 16.6,- 14.9,+ 18.5,+ 16.4,+ 17.3
Danilo Marques,95.539,2-2-0,0,89.382,- 16.6,- 16.6,+ 14.7,+ 13.9,+ 0.0
Joe Proctor,95.481,4-4-0,0,102.010,- 15.5,- 16.5,+ 14.0,- 17.8,+ 16.0
Ian Heinisch,95.476,3-4-0,0,154.228,- 16.6,- 14.4,+ 16.8,- 14.0,- 14.1
Chris Leben,95.432,12-10-0,0,106.858,- 18.0,- 16.6,- 18.2,- 15.7,+ 13.4
Aleksandra Albu,95.353,2-2-0,0,88.880,- 16.5,- 17.3,+ 13.2,+ 16.0,+ 0.0
Luana Carolina,95.331,3-3-0,0,94.413,- 17.3,- 16.8,+ 15.3,+ 16.8,- 17.3
Francimar Barroso,95.135,4-4-0,0,101.035,- 17.1,- 17.4,+ 15.3,- 15.9,+ 15.3
Rob Emerson,95.026,3-3-0,0,93.965,- 15.8,+ 14.7,- 18.0,- 16.5,+ 16.1
Mirko Filipovic,94.847,5-6-0,1,121.127,+ 18.5,- 15.4,- 14.8,- 13.7,+ 16.6
Jason Lambert,94.620,4-4-0,0,111.101,- 16.2,- 18.1,- 16.6,+ 16.4,- 15.9
Yves Jabouin,94.590,5-5-0,0,101.853,- 16.7,- 16.6,+ 15.3,- 17.7,+ 13.8
Roland Delorme,94.560,3-3-0,0,102.091,- 16.5,- 17.3,- 18.0,+ 14.4,+ 16.0
Thomas Almeida,94.321,5-5-0,0,120.432,- 14.3,- 16.4,- 16.5,- 15.6,+ 14.1
Cyrille Diabate,94.300,4-4-0,0,94.749,- 17.3,- 16.5,+ 14.8,+ 16.1,- 18.0
Julian Marquez,94.092,3-3-0,0,89.382,- 17.5,- 16.6,+ 15.7,+ 14.6,- 16.7
Erick Silva,93.991,7-8-0,0,131.517,- 17.0,- 16.5,+ 15.4,- 15.9,- 14.5
Ariane Lipski,93.891,4-5-0,1,109.826,+ 19.0,- 16.1,+ 17.2,- 14.2,- 16.2
Devonte Smith,93.856,3-3-0,0,94.780,- 17.2,- 18.0,+ 14.6,- 17.5,+ 16.0
Roan Carneiro,93.780,4-5-0,0,126.244,- 13.3,+ 16.9,- 13.2,+ 19.0,- 16.6
John Howard,93.741,7-7-0,0,113.080,- 14.9,+ 19.3,- 18.0,- 15.7,- 15.6
Youssef Zalal,93.643,3-3-1,1,95.638,+ 0.9,- 16.6,- 17.9,- 18.1,+ 14.6
Cole Miller,93.547,10-9-0,0,104.223,- 17.8,- 17.1,- 15.2,+ 14.6,+ 15.3
Maurice Greene,93.489,4-4-0,0,102.762,- 15.9,- 16.4,+ 15.2,- 16.0,- 17.9
Marco Beltran,93.414,3-3-0,0,98.728,- 17.9,- 17.3,- 19.4,+ 15.2,+ 16.8
Sam Hughes,93.242,3-4-0,1,107.757,+ 17.1,- 14.9,+ 17.3,+ 17.3,- 14.0
Makwan Amirkhani,93.216,7-7-0,0,119.414,- 13.7,- 15.4,+ 15.0,- 15.5,- 17.9
Kenny Robertson,92.971,4-5-0,0,116.930,- 16.9,- 14.9,+ 15.6,+ 17.7,+ 17.1
James Te Huna,92.863,5-5-0,0,108.680,- 17.2,- 15.2,- 17.4,- 16.5,+ 14.7
Marcus Brimage,92.764,4-4-0,0,101.723,- 16.4,- 17.2,+ 14.0,- 16.6,- 18.2
Marco Polo Reyes,92.522,4-4-0,0,104.908,- 17.9,- 16.3,- 17.8,+ 14.6,- 14.5
Nick Hein,92.326,4-4-0,0,97.409,- 17.8,- 17.8,- 17.9,+ 14.6,+ 15.3
Eryk Anders,92.296,7-8-0,0,123.475,- 16.6,+ 15.8,- 15.8,- 14.8,+ 16.1
Luigi Fioravanti,92.268,4-5-0,0,120.815,- 15.7,+ 15.6,- 13.0,+ 17.3,- 16.3
Jordan Rinaldi,92.149,2-3-0,0,132.389,- 13.5,+ 16.7,- 14.0,+ 16.6,- 13.6
Damir Hadzovic,91.927,4-5-0,0,120.235,- 15.9,+ 16.8,- 14.7,- 17.6,+ 17.8
Felice Herrig,91.792,5-5-0,0,107.234,- 17.7,- 17.2,- 17.2,- 17.3,+ 13.9
Godofredo Pepey,91.576,5-6-0,0,112.976,- 14.2,- 15.5,+ 15.9,- 13.3,+ 16.6
Tyson Nam,91.241,3-4-0,0,115.476,- 16.2,+ 17.1,- 15.3,+ 16.5,+ 17.3
Livinha Souza,91.233,3-3-0,0,83.765,- 19.1,- 16.4,+ 14.1,- 17.4,+ 15.3
Daron Cruickshank,91.151,6-6-0,0,108.459,- 16.1,- 17.8,- 16.4,+ 14.2,- 16.6
Austin Hubbard,91.045,3-4-0,0,117.475,- 13.2,+ 16.6,- 15.3,+ 16.6,- 15.4
Fabio Maldonado,90.938,5-6-0,0,114.757,- 14.9,- 15.1,+ 16.6,- 13.8,+ 15.9
Jonathan Goulet,90.913,4-5-0,0,121.624,- 14.4,- 12.8,+ 15.3,+ 16.6,- 14.6
Shamil Abdurakhimov,90.891,5-6-0,0,129.187,- 14.0,- 16.0,- 15.4,- 15.2,+ 15.6
Carlos Newton,90.861,3-4-0,0,127.108,- 16.3,+ 17.2,- 14.2,- 16.3,+ 20.5
Cat Zingano,90.773,3-4-0,0,130.733,- 17.1,+ 18.5,- 14.0,- 14.7,- 14.7
Raulian Paiva,90.752,3-4-0,0,117.374,- 17.1,- 13.7,+ 18.1,+ 16.6,+ 16.6
Yancy Medeiros,90.662,6-8-0,0,144.393,- 16.8,- 18.0,- 14.3,- 12.3,+ 18.4
Jeremy Horn,90.638,6-7-0,0,120.716,- 16.3,- 15.6,- 16.3,+ 15.0,+ 17.1
Jason High,90.484,2-3-0,0,116.984,- 12.8,+ 16.6,+ 17.7,- 15.0,- 16.0
Wellington Turman,90.225,3-4-0,0,109.672,- 14.1,+ 17.3,+ 16.9,- 15.3,- 15.5
Ian McCall,89.648,2-3-1,0,117.929,- 14.2,+ 17.5,+ 16.7,- 13.9,- 15.2
Marcin Prachnio,89.619,3-4-0,1,95.462,+ 17.2,- 16.9,+ 16.4,+ 18.1,- 15.3
Yuta Sasaki,89.590,4-5-0,0,111.834,- 14.7,+ 15.7,- 15.1,+ 17.2,- 13.9
Renzo Gracie,89.440,0-1-0,0,223.035,- 10.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Renan Barao,89.409,9-8-0,0,122.792,- 16.2,- 17.6,- 17.9,- 17.8,- 17.3
Michelle Waterson-Gomez,89.289,6-7-0,0,130.512,- 14.9,- 14.7,- 15.9,+ 15.0,- 16.0
Chris Gruetzemacher,89.240,3-4-0,0,115.899,- 14.7,+ 15.9,- 14.7,+ 18.0,- 16.7
Dongi Yang,89.182,2-3-0,1,111.445,+ 17.3,- 14.8,- 14.7,+ 16.6,- 15.3
Ron van Clief,89.117,0-1-0,0,215.154,- 10.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tamdan McCrory,89.050,4-5-0,0,120.160,- 15.0,- 14.8,+ 18.2,- 16.0,+ 16.0
Daniel Pineda,89.018,5-6-0,0,114.685,- 13.1,+ 16.7,- 13.3,+ 18.4,- 16.6
Maximo Blanco,88.912,4-5-0,0,107.459,- 14.6,- 16.9,+ 15.9,+ 17.3,+ 15.9
Leandro Silva,88.828,3-4-0,0,106.930,- 13.7,- 16.2,+ 15.9,+ 16.6,+ 16.1
James Toney,88.734,0-1-0,0,205.975,- 11.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mads Burnell,88.664,1-2-0,0,130.518,- 14.0,+ 15.9,- 13.2,+ 0.0,+ 0.0
Denis Kang,88.623,1-2-0,0,129.208,- 12.9,+ 16.7,- 15.2,+ 0.0,+ 0.0
Keith Jardine,88.586,6-7-0,0,134.626,- 13.1,- 14.6,- 15.3,- 15.8,+ 16.6
Ihor Potieria,88.489,1-2-0,0,128.767,- 14.6,+ 17.8,- 14.6,+ 0.0,+ 0.0
Akihiro Gono,88.459,1-2-0,0,138.737,- 11.5,- 16.8,+ 16.7,+ 0.0,+ 0.0
Jake Rosholt,88.456,1-2-0,0,128.968,- 15.6,+ 18.6,- 14.5,+ 0.0,+ 0.0
Diego Lopes,88.309,0-1-0,0,195.937,- 11.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Augusto Mendes,88.266,1-2-0,0,127.098,- 14.6,+ 17.4,- 14.5,+ 0.0,+ 0.0
Cynthia Calvillo,88.234,6-6-1,0,117.064,- 16.2,- 16.8,- 17.2,- 15.2,- 17.3
Kyle Noke,88.232,6-6-0,0,101.552,- 16.2,- 18.9,- 17.9,+ 14.3,+ 15.5
Michael Johnson,88.209,13-15-0,0,137.057,- 13.8,+ 17.9,- 16.5,+ 18.1,- 15.0
Sheymon Moraes,88.179,2-3-0,0,119.707,- 14.5,- 16.1,+ 17.3,+ 16.7,- 15.3
Roman Bogatov,88.076,0-1-0,0,190.493,- 11.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Curt Warburton,88.062,1-2-0,0,125.435,- 14.2,+ 16.7,- 14.4,+ 0.0,+ 0.0
Gil Castillo,88.008,1-2-0,0,124.555,- 13.4,+ 16.7,- 15.3,+ 0.0,+ 0.0
Preston Parsons,87.967,1-2-0,0,125.097,- 14.8,+ 16.6,- 13.9,+ 0.0,+ 0.0
BJ Penn,87.933,12-13-2,0,167.667,- 14.4,- 15.2,- 15.6,- 14.7,- 14.8
Masanori Kanehara,87.877,1-2-0,0,134.450,- 14.1,- 15.0,+ 16.9,+ 0.0,+ 0.0
Greg Soto,87.507,1-2-0,0,121.476,- 15.3,+ 17.4,- 14.7,+ 0.0,+ 0.0
Greg Hardy,87.502,4-5-0,0,114.478,- 15.3,- 15.3,- 15.5,+ 16.4,+ 16.7
Kalib Starnes,87.470,2-3-0,0,122.292,- 13.9,- 16.8,+ 18.2,- 16.0,+ 16.0
Modestas Bukauskas,87.437,2-3-0,1,109.112,+ 18.7,- 16.1,- 16.0,- 15.2,+ 16.0
James Head,87.421,2-3-0,0,117.072,- 17.7,- 14.7,+ 18.9,+ 16.1,- 15.3
Neil Seery,87.419,3-4-0,0,114.004,- 15.4,- 14.2,+ 15.3,- 16.0,+ 17.4
Ryan Jimmo,87.369,3-4-0,0,119.028,- 16.2,- 14.7,+ 15.9,- 15.3,+ 16.1
Jesse Bongfeldt,87.361,0-1-1,0,101.188,- 15.3,+ 2.7,+ 0.0,+ 0.0,+ 0.0
Renato Verissimo,87.332,1-2-0,0,130.896,- 15.9,- 13.1,+ 16.3,+ 0.0,+ 0.0
Jason Day,87.268,1-2-0,0,130.257,- 15.5,- 14.1,+ 16.8,+ 0.0,+ 0.0
John Cholish,87.204,1-2-0,0,128.927,- 13.6,- 15.2,+ 16.0,+ 0.0,+ 0.0
Vernon White,87.186,0-1-1,0,158.535,- 11.4,- 1.4,+ 0.0,+ 0.0,+ 0.0
Gabe Green,87.185,2-3-0,0,115.007,- 14.8,- 15.5,+ 15.9,+ 16.7,- 15.2
Eduardo Garagorri,87.185,1-2-0,0,128.526,- 13.4,- 14.6,+ 15.3,+ 0.0,+ 0.0
David Bielkheden,87.176,1-2-0,0,119.816,- 16.1,+ 16.6,- 13.3,+ 0.0,+ 0.0
KJ Noons,87.135,2-3-0,0,121.704,- 17.6,- 17.7,+ 16.8,+ 18.9,- 13.2
Tarec Saffiedine,87.128,2-4-0,0,179.582,- 10.9,- 11.2,- 13.7,+ 17.8,- 12.4
Gustavo Lopez,87.074,1-2-1,1,113.177,+ 0.7,- 15.3,+ 16.8,- 15.1,+ 0.0
Tristan Connelly,87.039,1-2-0,0,127.864,- 13.0,- 16.8,+ 16.8,+ 0.0,+ 0.0
Jason Knight,87.012,4-5-0,0,123.805,- 16.7,- 15.6,- 17.1,- 14.7,+ 17.3
Zach Makovsky,86.975,3-4-0,0,125.208,- 16.1,- 11.7,- 14.6,+ 14.7,- 17.2
Adam Fugitt,86.918,1-2-0,0,116.596,- 14.6,+ 16.7,- 15.2,+ 0.0,+ 0.0
Matt Veach,86.883,1-2-0,0,127.047,- 15.3,- 13.8,+ 16.0,+ 0.0,+ 0.0
Irwin Rivera,86.869,1-2-0,0,116.613,- 15.2,+ 16.7,- 14.6,+ 0.0,+ 0.0
Roger Narvaez,86.845,1-2-0,0,115.644,- 14.6,+ 18.1,- 16.7,+ 0.0,+ 0.0
Katsunori Kikuno,86.836,2-3-0,0,119.195,- 14.6,- 15.3,+ 16.0,- 14.7,+ 15.4
Mickael Lebout,86.810,1-2-0,0,115.806,- 14.7,+ 16.7,- 15.2,+ 0.0,+ 0.0
Jesse Butler,86.801,0-1-0,0,161.465,- 13.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Andre Pederneiras,86.785,0-1-0,0,161.100,- 13.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Paul Taylor,86.751,4-5-0,1,100.665,+ 16.0,- 15.7,- 14.6,+ 16.7,- 17.9
AJ Fletcher,86.729,1-2-0,1,104.705,+ 17.4,- 16.1,- 14.6,+ 0.0,+ 0.0
Chris Haseman,86.715,0-1-0,0,159.540,- 13.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jeff Joslin,86.666,0-1-0,0,158.432,- 13.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Loiseau,86.633,4-5-0,0,125.328,- 16.9,- 17.1,- 14.9,- 13.8,+ 18.7
Heath Herring,86.512,2-3-0,0,105.826,- 16.7,+ 18.6,- 16.0,+ 15.2,- 14.6
Yoshiyuki Yoshida,86.465,2-3-0,0,119.366,- 16.9,- 15.5,+ 15.2,- 13.1,+ 16.7
Fabiano Iha,86.453,3-4-0,0,104.308,- 16.9,- 17.6,+ 15.8,+ 15.0,+ 20.0
Leandro Issa,86.452,2-3-0,0,111.183,- 15.4,- 14.9,+ 16.8,+ 16.0,- 16.0
Daniel Roberts,86.437,3-4-0,0,116.245,- 15.1,- 16.2,- 16.1,+ 15.3,+ 15.9
Bruno Santos,86.433,1-2-0,0,112.928,- 15.3,+ 17.8,- 16.0,+ 0.0,+ 0.0
Klidson Abreu,86.341,1-2-0,0,113.220,- 16.1,+ 18.5,- 16.0,+ 0.0,+ 0.0
Julian Sanchez,86.314,0-1-0,0,150.598,- 13.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Trey Ogden,86.311,1-2-0,0,112.151,- 15.2,+ 16.7,- 15.2,+ 0.0,+ 0.0
Jonathan Brookins,86.269,2-3-0,0,116.368,- 14.0,- 15.8,+ 16.1,- 16.0,+ 16.0
Maxim Grishin,86.242,2-3-0,0,104.010,- 15.9,+ 18.3,- 16.7,+ 16.0,- 15.4
Mike Ricci,86.238,1-2-0,0,110.974,- 13.8,+ 16.0,- 16.0,+ 0.0,+ 0.0
Gabriel Santos,86.237,0-1-0,0,148.890,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Reza Madadi,86.227,3-4-0,0,113.632,- 14.6,- 15.3,+ 15.9,- 15.4,+ 17.0
Minoki Ichihara,86.197,0-1-0,0,148.000,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Adam Yandiev,86.188,0-1-0,0,147.809,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Carl Deaton,86.174,0-1-0,0,147.493,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jorge Patino,86.163,0-1-0,0,147.264,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Riki Fukuda,86.162,2-3-0,0,102.836,- 14.0,+ 16.0,- 14.3,+ 14.5,- 16.0
John Lober,86.159,0-1-0,0,147.166,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Junior Assuncao,86.158,2-3-0,0,102.880,- 14.6,+ 16.7,- 15.2,+ 16.0,- 16.7
Patrick Cummins,86.157,6-7-0,0,118.048,- 15.8,- 15.4,- 16.5,+ 15.3,+ 15.3
Tresean Gore,86.141,1-2-0,1,100.242,+ 16.7,- 15.3,- 15.3,+ 0.0,+ 0.0
Brad Gumm,86.118,0-1-1,1,100.000,+ 2.1,- 16.0,+ 0.0,+ 0.0,+ 0.0
Jafel Filho,86.110,0-1-0,0,146.085,- 13.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Antonio Braga Neto,86.102,1-2-0,0,121.059,- 15.3,- 14.6,+ 16.0,+ 0.0,+ 0.0
Rameau Thierry Sokoudjou,86.095,1-2-0,0,111.353,- 16.0,+ 16.0,- 13.8,+ 0.0,+ 0.0
Alessandro Costa,86.091,0-1-0,0,145.676,- 13.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Allen Crowder,86.083,1-2-0,0,110.477,- 15.4,+ 16.7,- 15.3,+ 0.0,+ 0.0
Nathan Coy,86.073,1-2-0,0,109.764,- 14.0,+ 16.0,- 16.0,+ 0.0,+ 0.0
Tae Hyun Bang,86.046,2-3-0,0,102.912,- 14.6,+ 16.0,- 16.1,+ 16.7,- 16.0
Charles McCarthy,86.033,1-2-0,0,109.697,- 14.0,+ 15.3,- 15.3,+ 0.0,+ 0.0
Glaico Franca Moreira,86.028,1-2-0,0,120.812,- 16.1,- 13.9,+ 16.0,+ 0.0,+ 0.0
Denis Tiuliulin,86.022,1-2-0,0,109.399,- 14.0,+ 16.1,- 16.0,+ 0.0,+ 0.0
Robert Whiteford,85.992,2-3-0,0,109.516,- 15.9,- 14.5,+ 15.2,+ 16.6,- 15.4
Alexandre Barros,85.980,0-1-0,0,143.222,- 14.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Lara Procopio,85.978,1-2-0,0,109.451,- 15.4,+ 17.3,- 16.0,+ 0.0,+ 0.0
Josh Hendricks,85.962,0-1-0,0,142.810,- 14.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rory Markham,85.866,1-2-0,0,118.911,- 14.2,- 16.0,+ 16.0,+ 0.0,+ 0.0
TJ Brown,85.818,3-4-0,0,94.599,- 15.8,+ 16.7,- 16.2,+ 16.2,+ 17.4
Robert McDaniel,85.791,1-2-0,0,118.982,- 16.1,- 14.1,+ 16.0,+ 0.0,+ 0.0
Tony Sims,85.716,1-2-0,0,117.801,- 14.3,- 16.0,+ 16.0,+ 0.0,+ 0.0
Shannon Gugerty,85.675,2-3-0,0,114.197,- 15.4,- 15.3,+ 15.2,- 14.9,+ 16.0
Henry Martinez,85.660,1-2-0,0,107.360,- 15.3,+ 16.0,- 15.0,+ 0.0,+ 0.0
Chico Camus,85.652,3-4-0,0,109.796,- 14.0,- 15.2,+ 16.1,- 15.9,+ 16.1
Jason Brilz,85.608,3-4-0,0,120.189,- 14.0,- 14.4,- 16.6,+ 15.4,- 16.0
Rolando Bedoya,85.598,0-1-0,0,134.812,- 14.4,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Reyes,85.583,0-1-0,0,134.491,- 14.4,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Aoriqileng,85.578,2-3-0,0,94.426,- 15.3,+ 16.0,+ 16.8,- 15.9,- 16.0
Alexandre Ferreira,85.570,0-1-0,0,134.202,- 14.4,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Valmir Lazaro,85.566,1-2-0,0,106.791,- 16.0,+ 16.8,- 15.2,+ 0.0,+ 0.0
Carlo Pedersoli Jr.,85.558,1-2-0,0,117.459,- 16.8,- 13.0,+ 15.4,+ 0.0,+ 0.0
Andre Ewell,85.550,4-5-0,0,116.565,- 16.7,- 16.3,- 16.2,+ 15.2,+ 16.6
Andrew Craig,85.547,3-4-0,0,122.036,- 16.1,- 15.5,- 16.8,+ 16.6,- 16.0
Anthony Macias,85.516,1-2-0,0,105.893,- 15.2,+ 16.7,- 16.0,+ 0.0,+ 0.0
Michinori Tanaka,85.506,2-3-0,0,113.533,- 16.1,- 13.6,+ 14.6,- 16.8,+ 17.3
Mateus Mendonca,85.504,0-1-0,0,132.759,- 14.5,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Milton Vieira,85.470,0-1-1,0,92.368,- 16.8,+ 2.3,+ 0.0,+ 0.0,+ 0.0
Paul Creighton,85.441,0-1-0,0,131.380,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Greg Stott,85.437,0-1-0,0,131.278,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Azunna Anyanwu,85.436,0-1-0,0,131.264,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jesus Aguilar,85.436,0-1-0,0,131.262,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Callan Potter,85.430,1-2-0,0,104.894,- 14.7,+ 16.8,- 16.6,+ 0.0,+ 0.0
Homer Moore,85.417,0-1-0,0,130.858,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ernest Chavez,85.414,1-2-0,0,115.810,- 15.3,- 15.3,+ 16.0,+ 0.0,+ 0.0
Luke Zachrich,85.406,1-2-0,0,105.599,- 16.1,+ 16.7,- 15.2,+ 0.0,+ 0.0
Steve Vigneault,85.402,0-1-0,0,130.529,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
