Fighter,Elo,UFC Record,Unbeaten Streak,Last 5 Fights,DelME,DelME1,DelME2,DelME3
Cyrille Diabate,94.300,4-4-0,0,- 17.3,- 16.5,+ 14.8,+ 16.1,- 18.0
Julian Marquez,94.092,3-3-0,0,- 17.5,- 16.6,+ 15.7,+ 14.6,- 16.7
Erick Silva,93.991,7-8-0,0,- 17.0,- 16.5,+ 15.4,- 15.9,- 14.5
Devonte Smith,93.856,3-3-0,0,- 17.2,- 18.0,+ 14.6,- 17.5,+ 16.0
Roan Carneiro,93.780,4-5-0,0,- 13.3,+ 16.9,- 13.2,+ 19.0,- 16.6
John Howard,93.741,7-7-0,0,- 14.9,+ 19.3,- 18.0,- 15.7,- 15.6
Youssef Zalal,93.643,3-3-1,1,+ 0.9,- 16.6,- 17.9,- 18.1,+ 14.6
Cole Miller,93.547,10-9-0,0,- 17.8,- 17.1,- 15.2,+ 14.6,+ 15.3
Maurice Greene,93.489,4-4-0,0,- 15.9,- 16.4,+ 15.2,- 16.0,- 17.9
Marco Beltran,93.414,3-3-0,0,- 17.9,- 17.3,- 19.4,+ 15.2,+ 16.8
Sam Hughes,93.242,3-4-0,1,+ 17.1,- 14.9,+ 17.3,+ 17.3,- 14.0
Makwan Amirkhani,93.216,7-7-0,0,- 13.7,- 15.4,+ 15.0,- 15.5,- 17.9
Kenny Robertson,92.971,4-5-0,0,- 16.9,- 14.9,+ 15.6,+ 17.7,+ 17.1
James Te Huna,92.863,5-5-0,0,- 17.2,- 15.2,- 17.4,- 16.5,+ 14.7
Marcus Brimage,92.764,4-4-0,0,- 16.4,- 17.2,+ 14.0,- 16.6,- 18.2
Marco Polo Reyes,92.522,4-4-0,0,- 17.9,- 16.3,- 17.8,+ 14.6,- 14.5
Nick Hein,92.326,4-4-0,0,- 17.8,- 17.8,- 17.9,+ 14.6,+ 15.3
Eryk Anders,92.296,7-8-0,0,- 16.6,+ 15.8,- 15.8,- 14.8,+ 16.1
Luigi Fioravanti,92.268,4-5-0,0,- 15.7,+ 15.6,- 13.0,+ 17.3,- 16.3
Jordan Rinaldi,92.149,2-3-0,0,- 13.5,+ 16.7,- 14.0,+ 16.6,- 13.6
Damir Hadzovic,91.927,4-5-0,0,- 15.9,+ 16.8,- 14.7,- 17.6,+ 17.8
Felice Herrig,91.792,5-5-0,0,- 17.7,- 17.2,- 17.2,- 17.3,+ 13.9
Godofredo Pepey,91.576,5-6-0,0,- 14.2,- 15.5,+ 15.9,- 13.3,+ 16.6
Tyson Nam,91.241,3-4-0,0,- 16.2,+ 17.1,- 15.3,+ 16.5,+ 17.3
Livinha Souza,91.233,3-3-0,0,- 19.1,- 16.4,+ 14.1,- 17.4,+ 15.3
Daron Cruickshank,91.151,6-6-0,0,- 16.1,- 17.8,- 16.4,+ 14.2,- 16.6
Austin Hubbard,91.045,3-4-0,0,- 13.2,+ 16.6,- 15.3,+ 16.6,- 15.4
Fabio Maldonado,90.938,5-6-0,0,- 14.9,- 15.1,+ 16.6,- 13.8,+ 15.9
Jonathan Goulet,90.913,4-5-0,0,- 14.4,- 12.8,+ 15.3,+ 16.6,- 14.6
Shamil Abdurakhimov,90.891,5-6-0,0,- 14.0,- 16.0,- 15.4,- 15.2,+ 15.6
Carlos Newton,90.861,3-4-0,0,- 16.3,+ 17.2,- 14.2,- 16.3,+ 20.5
Yana Santos,90.802,4-5-0,0,- 14.5,- 15.7,- 16.8,+ 17.8,+ 15.0
Cat Zingano,90.773,3-4-0,0,- 17.1,+ 18.5,- 14.0,- 14.7,- 14.7
Raulian Paiva,90.752,3-4-0,0,- 17.1,- 13.7,+ 18.1,+ 16.6,+ 16.6
Yancy Medeiros,90.662,6-8-0,0,- 16.8,- 18.0,- 14.3,- 12.3,+ 18.4
Jeremy Horn,90.638,6-7-0,0,- 16.3,- 15.6,- 16.3,+ 15.0,+ 17.1
Jason High,90.484,2-3-0,0,- 12.8,+ 16.6,+ 17.7,- 15.0,- 16.0
Ian McCall,89.648,2-3-1,0,- 14.2,+ 17.5,+ 16.7,- 13.9,- 15.2
Marcin Prachnio,89.619,3-4-0,1,+ 17.2,- 16.9,+ 16.4,+ 18.1,- 15.3
Yuta Sasaki,89.590,4-5-0,0,- 14.7,+ 15.7,- 15.1,+ 17.2,- 13.9
Renzo Gracie,89.440,0-1-0,0,- 10.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Renan Barao,89.409,9-8-0,0,- 16.2,- 17.6,- 17.9,- 17.8,- 17.3
Michelle Waterson-Gomez,89.289,6-7-0,0,- 14.9,- 14.7,- 15.9,+ 15.0,- 16.0
Chris Gruetzemacher,89.240,3-4-0,0,- 14.7,+ 15.9,- 14.7,+ 18.0,- 16.7
Dongi Yang,89.182,2-3-0,1,+ 17.3,- 14.8,- 14.7,+ 16.6,- 15.3
Ron van Clief,89.117,0-1-0,0,- 10.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tamdan McCrory,89.050,4-5-0,0,- 15.0,- 14.8,+ 18.2,- 16.0,+ 16.0
Daniel Pineda,89.018,5-6-0,0,- 13.1,+ 16.7,- 13.3,+ 18.4,- 16.6
Maximo Blanco,88.912,4-5-0,0,- 14.6,- 16.9,+ 15.9,+ 17.3,+ 15.9
Leandro Silva,88.828,3-4-0,0,- 13.7,- 16.2,+ 15.9,+ 16.6,+ 16.1
James Toney,88.734,0-1-0,0,- 11.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mads Burnell,88.664,1-2-0,0,- 14.0,+ 15.9,- 13.2,+ 0.0,+ 0.0
Denis Kang,88.623,1-2-0,0,- 12.9,+ 16.7,- 15.2,+ 0.0,+ 0.0
Keith Jardine,88.586,6-7-0,0,- 13.1,- 14.6,- 15.3,- 15.8,+ 16.6
Ihor Potieria,88.489,1-2-0,0,- 14.6,+ 17.8,- 14.6,+ 0.0,+ 0.0
Akihiro Gono,88.459,1-2-0,0,- 11.5,- 16.8,+ 16.7,+ 0.0,+ 0.0
Jake Rosholt,88.456,1-2-0,0,- 15.6,+ 18.6,- 14.5,+ 0.0,+ 0.0
Diego Lopes,88.309,0-1-0,0,- 11.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Augusto Mendes,88.266,1-2-0,0,- 14.6,+ 17.4,- 14.5,+ 0.0,+ 0.0
Cynthia Calvillo,88.234,6-6-1,0,- 16.2,- 16.8,- 17.2,- 15.2,- 17.3
Kyle Noke,88.232,6-6-0,0,- 16.2,- 18.9,- 17.9,+ 14.3,+ 15.5
Michael Johnson,88.209,13-15-0,0,- 13.8,+ 17.9,- 16.5,+ 18.1,- 15.0
Sheymon Moraes,88.179,2-3-0,0,- 14.5,- 16.1,+ 17.3,+ 16.7,- 15.3
Blagoy Ivanov,88.088,3-5-0,0,- 14.2,- 13.4,+ 18.1,- 14.4,- 12.8
Roman Bogatov,88.076,0-1-0,0,- 11.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Curt Warburton,88.062,1-2-0,0,- 14.2,+ 16.7,- 14.4,+ 0.0,+ 0.0
Gil Castillo,88.008,1-2-0,0,- 13.4,+ 16.7,- 15.3,+ 0.0,+ 0.0
Preston Parsons,87.967,1-2-0,0,- 14.8,+ 16.6,- 13.9,+ 0.0,+ 0.0
BJ Penn,87.933,12-13-2,0,- 14.4,- 15.2,- 15.6,- 14.7,- 14.8
Masanori Kanehara,87.877,1-2-0,0,- 14.1,- 15.0,+ 16.9,+ 0.0,+ 0.0
Greg Soto,87.507,1-2-0,0,- 15.3,+ 17.4,- 14.7,+ 0.0,+ 0.0
Greg Hardy,87.502,4-5-0,0,- 15.3,- 15.3,- 15.5,+ 16.4,+ 16.7
Kalib Starnes,87.470,2-3-0,0,- 13.9,- 16.8,+ 18.2,- 16.0,+ 16.0
James Head,87.421,2-3-0,0,- 17.7,- 14.7,+ 18.9,+ 16.1,- 15.3
Neil Seery,87.419,3-4-0,0,- 15.4,- 14.2,+ 15.3,- 16.0,+ 17.4
Ryan Jimmo,87.369,3-4-0,0,- 16.2,- 14.7,+ 15.9,- 15.3,+ 16.1
Jesse Bongfeldt,87.361,0-1-1,0,- 15.3,+ 2.7,+ 0.0,+ 0.0,+ 0.0
Renato Verissimo,87.332,1-2-0,0,- 15.9,- 13.1,+ 16.3,+ 0.0,+ 0.0
Jamall Emmers,87.321,2-3-0,0,- 15.4,+ 16.6,- 15.3,+ 16.7,- 15.3
Jason Day,87.268,1-2-0,0,- 15.5,- 14.1,+ 16.8,+ 0.0,+ 0.0
John Cholish,87.204,1-2-0,0,- 13.6,- 15.2,+ 16.0,+ 0.0,+ 0.0
Vernon White,87.186,0-1-1,0,- 11.4,- 1.4,+ 0.0,+ 0.0,+ 0.0
Gabe Green,87.185,2-3-0,0,- 14.8,- 15.5,+ 15.9,+ 16.7,- 15.2
Eduardo Garagorri,87.185,1-2-0,0,- 13.4,- 14.6,+ 15.3,+ 0.0,+ 0.0
David Bielkheden,87.176,1-2-0,0,- 16.1,+ 16.6,- 13.3,+ 0.0,+ 0.0
KJ Noons,87.135,2-3-0,0,- 17.6,- 17.7,+ 16.8,+ 18.9,- 13.2
Tarec Saffiedine,87.128,2-4-0,0,- 10.9,- 11.2,- 13.7,+ 17.8,- 12.4
Gustavo Lopez,87.074,1-2-1,1,+ 0.7,- 15.3,+ 16.8,- 15.1,+ 0.0
Tristan Connelly,87.039,1-2-0,0,- 13.0,- 16.8,+ 16.8,+ 0.0,+ 0.0
Jason Knight,87.012,4-5-0,0,- 16.7,- 15.6,- 17.1,- 14.7,+ 17.3
Zach Makovsky,86.975,3-4-0,0,- 16.1,- 11.7,- 14.6,+ 14.7,- 17.2
Adam Fugitt,86.918,1-2-0,0,- 14.6,+ 16.7,- 15.2,+ 0.0,+ 0.0
Matt Veach,86.883,1-2-0,0,- 15.3,- 13.8,+ 16.0,+ 0.0,+ 0.0
Irwin Rivera,86.869,1-2-0,0,- 15.2,+ 16.7,- 14.6,+ 0.0,+ 0.0
Roger Narvaez,86.845,1-2-0,0,- 14.6,+ 18.1,- 16.7,+ 0.0,+ 0.0
Katsunori Kikuno,86.836,2-3-0,0,- 14.6,- 15.3,+ 16.0,- 14.7,+ 15.4
Mickael Lebout,86.810,1-2-0,0,- 14.7,+ 16.7,- 15.2,+ 0.0,+ 0.0
Jesse Butler,86.801,0-1-0,0,- 13.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Andre Pederneiras,86.785,0-1-0,0,- 13.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nikolas Motta,86.765,1-2-0,0,- 15.4,+ 15.9,- 13.7,+ 0.0,+ 0.0
Paul Taylor,86.751,4-5-0,1,+ 16.0,- 15.7,- 14.6,+ 16.7,- 17.9
Guram Kutateladze,86.746,1-2-0,0,- 15.3,- 14.0,+ 16.0,+ 0.0,+ 0.0
AJ Fletcher,86.729,1-2-0,1,+ 17.4,- 16.1,- 14.6,+ 0.0,+ 0.0
Chris Haseman,86.715,0-1-0,0,- 13.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jeff Joslin,86.666,0-1-0,0,- 13.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Loiseau,86.633,4-5-0,0,- 16.9,- 17.1,- 14.9,- 13.8,+ 18.7
Heath Herring,86.512,2-3-0,0,- 16.7,+ 18.6,- 16.0,+ 15.2,- 14.6
Yoshiyuki Yoshida,86.465,2-3-0,0,- 16.9,- 15.5,+ 15.2,- 13.1,+ 16.7
Fabiano Iha,86.453,3-4-0,0,- 16.9,- 17.6,+ 15.8,+ 15.0,+ 20.0
Leandro Issa,86.452,2-3-0,0,- 15.4,- 14.9,+ 16.8,+ 16.0,- 16.0
Daniel Roberts,86.437,3-4-0,0,- 15.1,- 16.2,- 16.1,+ 15.3,+ 15.9
Bruno Santos,86.433,1-2-0,0,- 15.3,+ 17.8,- 16.0,+ 0.0,+ 0.0
Klidson Abreu,86.341,1-2-0,0,- 16.1,+ 18.5,- 16.0,+ 0.0,+ 0.0
Julian Sanchez,86.314,0-1-0,0,- 13.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Trey Ogden,86.311,1-2-0,0,- 15.2,+ 16.7,- 15.2,+ 0.0,+ 0.0
Jonathan Brookins,86.269,2-3-0,0,- 14.0,- 15.8,+ 16.1,- 16.0,+ 16.0
Maxim Grishin,86.242,2-3-0,0,- 15.9,+ 18.3,- 16.7,+ 16.0,- 15.4
Mike Ricci,86.238,1-2-0,0,- 13.8,+ 16.0,- 16.0,+ 0.0,+ 0.0
Reza Madadi,86.227,3-4-0,0,- 14.6,- 15.3,+ 15.9,- 15.4,+ 17.0
Minoki Ichihara,86.197,0-1-0,0,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Adam Yandiev,86.188,0-1-0,0,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Carl Deaton,86.174,0-1-0,0,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jorge Patino,86.163,0-1-0,0,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Riki Fukuda,86.162,2-3-0,0,- 14.0,+ 16.0,- 14.3,+ 14.5,- 16.0
John Lober,86.159,0-1-0,0,- 13.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Junior Assuncao,86.158,2-3-0,0,- 14.6,+ 16.7,- 15.2,+ 16.0,- 16.7
Patrick Cummins,86.157,6-7-0,0,- 15.8,- 15.4,- 16.5,+ 15.3,+ 15.3
Tresean Gore,86.141,1-2-0,1,+ 16.7,- 15.3,- 15.3,+ 0.0,+ 0.0
Brad Gumm,86.118,0-1-1,1,+ 2.1,- 16.0,+ 0.0,+ 0.0,+ 0.0
Jafel Filho,86.110,0-1-0,0,- 13.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Antonio Braga Neto,86.102,1-2-0,0,- 15.3,- 14.6,+ 16.0,+ 0.0,+ 0.0
Rameau Thierry Sokoudjou,86.095,1-2-0,0,- 16.0,+ 16.0,- 13.8,+ 0.0,+ 0.0
Allen Crowder,86.083,1-2-0,0,- 15.4,+ 16.7,- 15.3,+ 0.0,+ 0.0
Nathan Coy,86.073,1-2-0,0,- 14.0,+ 16.0,- 16.0,+ 0.0,+ 0.0
Tae Hyun Bang,86.046,2-3-0,0,- 14.6,+ 16.0,- 16.1,+ 16.7,- 16.0
Charles McCarthy,86.033,1-2-0,0,- 14.0,+ 15.3,- 15.3,+ 0.0,+ 0.0
Glaico Franca Moreira,86.028,1-2-0,0,- 16.1,- 13.9,+ 16.0,+ 0.0,+ 0.0
Denis Tiuliulin,86.022,1-2-0,0,- 14.0,+ 16.1,- 16.0,+ 0.0,+ 0.0
Robert Whiteford,85.992,2-3-0,0,- 15.9,- 14.5,+ 15.2,+ 16.6,- 15.4
Alexandre Barros,85.980,0-1-0,0,- 14.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Lara Procopio,85.978,1-2-0,0,- 15.4,+ 17.3,- 16.0,+ 0.0,+ 0.0
Josh Hendricks,85.962,0-1-0,0,- 14.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rory Markham,85.866,1-2-0,0,- 14.2,- 16.0,+ 16.0,+ 0.0,+ 0.0
TJ Brown,85.818,3-4-0,0,- 15.8,+ 16.7,- 16.2,+ 16.2,+ 17.4
Robert McDaniel,85.791,1-2-0,0,- 16.1,- 14.1,+ 16.0,+ 0.0,+ 0.0
Tony Sims,85.716,1-2-0,0,- 14.3,- 16.0,+ 16.0,+ 0.0,+ 0.0
Shannon Gugerty,85.675,2-3-0,0,- 15.4,- 15.3,+ 15.2,- 14.9,+ 16.0
Henry Martinez,85.660,1-2-0,0,- 15.3,+ 16.0,- 15.0,+ 0.0,+ 0.0
Chico Camus,85.652,3-4-0,0,- 14.0,- 15.2,+ 16.1,- 15.9,+ 16.1
Jason Brilz,85.608,3-4-0,0,- 14.0,- 14.4,- 16.6,+ 15.4,- 16.0
Rolando Bedoya,85.598,0-1-0,0,- 14.4,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Reyes,85.583,0-1-0,0,- 14.4,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Aoriqileng,85.578,2-3-0,0,- 15.3,+ 16.0,+ 16.8,- 15.9,- 16.0
Alexandre Ferreira,85.570,0-1-0,0,- 14.4,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Valmir Lazaro,85.566,1-2-0,0,- 16.0,+ 16.8,- 15.2,+ 0.0,+ 0.0
Carlo Pedersoli Jr.,85.558,1-2-0,0,- 16.8,- 13.0,+ 15.4,+ 0.0,+ 0.0
Andre Ewell,85.550,4-5-0,0,- 16.7,- 16.3,- 16.2,+ 15.2,+ 16.6
Andrew Craig,85.547,3-4-0,0,- 16.1,- 15.5,- 16.8,+ 16.6,- 16.0
Anthony Macias,85.516,1-2-0,0,- 15.2,+ 16.7,- 16.0,+ 0.0,+ 0.0
Michinori Tanaka,85.506,2-3-0,0,- 16.1,- 13.6,+ 14.6,- 16.8,+ 17.3
Mateus Mendonca,85.504,0-1-0,0,- 14.5,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Milton Vieira,85.470,0-1-1,0,- 16.8,+ 2.3,+ 0.0,+ 0.0,+ 0.0
Paul Creighton,85.441,0-1-0,0,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Greg Stott,85.437,0-1-0,0,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Azunna Anyanwu,85.436,0-1-0,0,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jesus Aguilar,85.436,0-1-0,0,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Callan Potter,85.430,1-2-0,0,- 14.7,+ 16.8,- 16.6,+ 0.0,+ 0.0
Homer Moore,85.417,0-1-0,0,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ernest Chavez,85.414,1-2-0,0,- 15.3,- 15.3,+ 16.0,+ 0.0,+ 0.0
Luke Zachrich,85.406,1-2-0,0,- 16.1,+ 16.7,- 15.2,+ 0.0,+ 0.0
Steve Vigneault,85.402,0-1-0,0,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jerrod Sanders,85.393,1-2-0,0,- 15.4,+ 17.6,- 16.7,+ 0.0,+ 0.0
Hayato Sakurai,85.356,0-1-0,0,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Daniel Omielanczuk,85.347,4-5-0,0,- 16.0,- 16.8,- 14.7,+ 16.8,+ 16.0
Aaron Rosa,85.320,1-2-0,0,- 15.3,+ 16.7,- 16.1,+ 0.0,+ 0.0
Ian Entwistle,85.275,1-2-0,0,- 15.5,+ 16.7,- 16.0,+ 0.0,+ 0.0
Cindy Dandois,85.249,0-1-0,0,- 14.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Gunderson,85.246,1-2-0,0,- 14.8,+ 16.8,- 16.7,+ 0.0,+ 0.0
John Maguire,85.236,2-3-0,0,- 17.6,- 15.1,- 14.2,+ 16.1,+ 16.0
Melquizael Costa,85.235,0-1-0,0,- 14.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Diana Belbita,85.202,2-3-0,1,+ 16.7,- 16.9,+ 16.7,- 16.1,- 15.3
Luiz Cane,85.164,4-5-0,0,- 14.6,- 16.8,+ 17.4,- 16.7,- 17.5
Carlos Eduardo Rocha,85.125,1-2-0,0,- 14.3,- 15.8,+ 15.3,+ 0.0,+ 0.0
Kron Gracie,85.084,1-2-0,0,- 16.5,- 14.8,+ 16.4,+ 0.0,+ 0.0
Austin Springer,85.084,0-1-0,0,- 14.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Liliya Shakirova,85.046,0-1-0,0,- 15.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Johnny Munoz,85.023,2-3-0,0,- 15.9,+ 16.1,- 15.2,+ 16.1,- 16.0
Daichi Abe,85.001,1-2-0,0,- 14.1,- 16.8,+ 16.0,+ 0.0,+ 0.0
Rory Singer,84.993,1-2-0,0,- 15.7,- 15.3,+ 16.0,+ 0.0,+ 0.0
Yuki Kondo,84.966,1-2-0,0,- 16.0,- 15.0,+ 16.0,+ 0.0,+ 0.0
Josh Fremd,84.957,1-2-0,1,+ 17.5,- 16.7,- 15.9,+ 0.0,+ 0.0
Rudyard Moncayo,84.950,0-1-0,0,- 15.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Brandon Melendez,84.924,0-1-0,0,- 15.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tom Gallicchio,84.889,0-1-0,0,- 15.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mike Wessel,84.872,0-1-0,0,- 15.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mason Jones,84.868,1-2-0,0,- 16.0,+ 16.7,- 15.9,+ 0.0,+ 0.0
Jake Hecht,84.856,1-2-0,0,- 16.5,- 16.0,+ 17.4,+ 0.0,+ 0.0
Jim Mullen,84.840,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Danyelle Wolf,84.833,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ryan Parker,84.830,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Hugo Duarte,84.826,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Melinda Fabian,84.825,0-1-1,0,- 16.0,+ 0.8,+ 0.0,+ 0.0,+ 0.0
Joao Roque,84.822,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Westin Wilson,84.814,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Agallar,84.814,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Igor Zinoviev,84.804,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rob Broughton,84.795,1-2-0,0,- 16.0,- 15.2,+ 16.0,+ 0.0,+ 0.0
Bibulatov Magomed,84.772,1-2-0,0,- 16.0,- 15.9,+ 16.7,+ 0.0,+ 0.0
Neil Wain,84.772,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Melton Bowen,84.770,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Shamar Bailey,84.769,1-2-0,0,- 16.0,- 15.3,+ 16.0,+ 0.0,+ 0.0
Yuki Sasaki,84.766,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Christian Leroy Duncan,84.765,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Askar Mozharov,84.761,0-1-0,0,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cal Worsham,84.760,1-2-0,0,- 15.2,+ 16.0,- 16.0,+ 0.0,+ 0.0
Clifford Starks,84.743,1-2-0,0,- 16.0,- 15.2,+ 16.0,+ 0.0,+ 0.0
Yoshinori Horie,84.742,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Junior Tafa,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
CM Punk,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Anton Kuivanen,84.736,1-2-0,0,- 15.3,+ 16.0,- 16.0,+ 0.0,+ 0.0
Stevie Lynch,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rex Holman,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Josh Shockman,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mike Whitehead,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Brian Gassaway,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bill Mahood,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Marsh,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Paul Rodriguez,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Adrian Serrano,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Frank Caracci,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rainy Martinez,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Dowdy,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joe Son,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcus Bossett,84.736,1-2-0,0,- 15.3,- 16.0,+ 16.0,+ 0.0,+ 0.0
Fred Ettish,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Scott Baker,84.736,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Reginaldo Vieira,84.736,1-2-0,0,- 16.0,- 15.2,+ 16.0,+ 0.0,+ 0.0
Ketlen Souza,84.732,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Raphael Pessoa,84.732,1-2-0,0,- 15.3,+ 16.0,- 16.0,+ 0.0,+ 0.0
Victor Martinez,84.727,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Christian Aguilera,84.720,1-2-0,0,- 16.0,- 15.2,+ 16.0,+ 0.0,+ 0.0
Marcelo Aguiar,84.704,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Keiichiro Yamamiya,84.702,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rob MacDonald,84.702,1-2-0,0,- 16.0,+ 16.7,- 16.0,+ 0.0,+ 0.0
Bojan Velickovic,84.702,2-3-1,0,- 15.4,- 15.2,+ 16.7,- 17.5,+ 0.0
Koji Kitao,84.701,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Zviad Lazishvili,84.674,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Martin Sano,84.674,0-1-0,0,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sarah Kaufman,84.609,1-2-0,0,- 16.0,- 15.4,+ 16.0,+ 0.0,+ 0.0
Christian Wellisch,84.583,2-3-0,0,- 15.3,- 16.8,+ 16.0,+ 16.0,- 15.3
Ben Sosoli,84.577,0-1-0,0,- 15.4,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Juliana Lima,84.554,3-4-0,0,- 16.7,- 14.7,+ 16.0,- 16.7,+ 16.0
Peter Sobotta,84.536,4-6-0,0,- 13.5,- 13.5,+ 19.1,+ 17.1,- 14.3
Philip De Fries,84.532,2-3-0,0,- 14.1,- 16.7,+ 15.3,- 16.0,+ 16.0
Vitor Miranda,84.462,3-4-0,0,- 16.0,- 16.8,- 17.2,+ 15.8,+ 18.0
Caros Fodor,84.443,0-1-0,0,- 15.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Salter,84.327,1-2-0,0,- 16.1,+ 16.4,- 16.0,+ 0.0,+ 0.0
Drew McFedries,84.322,4-5-0,0,- 15.1,+ 16.0,- 13.6,- 16.6,+ 14.8
Luan Chagas,84.309,1-2-1,0,- 15.0,+ 16.0,- 15.4,- 1.3,+ 0.0
Francisco Prado,84.283,0-1-0,0,- 15.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
